nlc,station_name,easting,northing,lines,network,london_underground,elizabeth_line,london_overground,dlr,zone,longitude,latitude
1455,"WATFORD HIGH STREET",511326,196075,"London Overground",,,,Yes,,8,-0.390000,51.650000
1524,"UPPER HOLLOWAY",529776,186621,"London Overground",,,,Yes,,2,-0.130000,51.560000
3000,"ACTON MAIN LINE",520357,182233,"TfL Rail",,,Yes,,,3,-0.270000,51.520000
3087,"PADDINGTON NR",526659,181314,"TfL Rail",,,Yes,,,1,-0.170000,51.520000
3147,MAIDENHEAD,488724,180745,"TfL Rail",,,Yes,,,-1,-0.720000,51.520000
3149,READING,471527,173813,"TfL Rail",,,Yes,,,-1,-0.970000,51.460000
3151,TAPLOW,491579,181340,"TfL Rail",,,Yes,,,-1,-0.680000,51.520000
3155,TWYFORD,479041,175787,"TfL Rail",,,Yes,,,-1,-0.860000,51.480000
3170,IVER,503729,179898,"TfL Rail",,,Yes,,,-1,-0.510000,51.510000
3171,LANGLEY,501299,179800,"TfL Rail",,,Yes,,,-1,-0.540000,51.510000
3172,SLOUGH,497838,180157,"TfL Rail",,,Yes,,,-1,-0.590000,51.510000
3174,"WEST DRAYTON",506124,180122,"TfL Rail",,,Yes,,,6,-0.470000,51.510000
3176,BURNHAM,494007,181378,"TfL Rail",,,Yes,,,-1,-0.650000,51.520000
3186,"HEADSTONE LANE",513869,190584,"London Overground",,,,Yes,,5,-0.360000,51.600000
3186,"HAYES AND HARLINGTON",509717,179417,"TfL Rail",,,Yes,,,5,-0.420000,51.500000
3187,SOUTHALL,512620,179804,"TfL Rail",,,Yes,,,4,-0.380000,51.510000
3188,"WEST EALING",516690,180749,"TfL Rail",,,Yes,,,3,-0.320000,51.510000
3191,HANWELL,514944,180392,"TfL Rail",,,Yes,,,4,-0.340000,51.510000
5131,"ABBEY WOOD",547297,179002,"TfL Rail",,,Yes,,,4,0.000000,51.530000
5150,"NEW CROSS",536751,177109,"London Overground",,,,Yes,,2,-0.030000,51.480000
5301,"CLAPHAM HIGH STREET",529804,175717,"London Overground",,,,Yes,,2,-0.130000,51.470000
5345,"NEW CROSS GATE",536195,176937,"London Overground",,,,Yes,,2,-0.040000,51.470000
5356,"CRYSTAL PALACE",534111,170555,"London Overground",,,,Yes,,"3,4",-0.070000,51.420000
5362,"FOREST HILL",535400,172936,"London Overground",,,,Yes,,3,-0.050000,51.440000
5372,"WANDSWORTH ROAD",529390,176196,"London Overground",,,,Yes,,2,-0.140000,51.470000
5376,"NORWOOD JUNCTION",534012,168233,"London Overground",,,,Yes,,4,-0.070000,51.400000
5378,"PENGE WEST",534942,170503,"London Overground",,,,Yes,,4,-0.060000,51.420000
5397,ANERLEY,534617,169899,"London Overground",,,,Yes,,4,-0.060000,51.410000
5404,BROCKLEY,536431,175789,"London Overground",,,,Yes,,2,-0.040000,51.460000
5411,"WEST CROYDON NR",532133,166072,"London Overground",,,,Yes,,5,-0.100000,51.380000
5418,"HONOR OAK PARK",535896,174137,"London Overground",,,,Yes,,3,-0.040000,51.450000
5420,"BATTERSEA PARK",528703,176999,"London Overground",,,,Yes,,2,-0.150000,51.480000
5421,"DENMARK HILL",532792,176078,"London Overground",,,,Yes,,2,-0.090000,51.470000
5423,"PECKHAM RYE",534222,176360,"London Overground",,,,Yes,,2,-0.070000,51.470000
5424,"QUEENS ROAD PECKHAM",535011,176751,"London Overground",,,,Yes,,2,-0.060000,51.470000
5437,SYDENHAM,535369,171585,"London Overground",,,,Yes,,3,-0.050000,51.430000
5595,"CLAPHAM JUNCTION",527211,175416,"London Overground",,,,Yes,,2,-0.170000,51.460000
6560,"CANARY WHARF EL",537650,180451,"TfL Rail",,,Yes,,,2,-0.020000,51.510000
6562,WOOLWICH,543931,178994,"TfL Rail",,,Yes,,,4,0.070000,51.490000
6814,CHESHUNT,536644,202316,"London Overground",,,,Yes,,8,-0.020000,51.700000
6867,"HACKNEY DOWNS",534551,185122,"London Overground",,,,Yes,,2,-0.060000,51.550000
6872,BRENTWOOD,559339,193033,"TfL Rail",,,Yes,,,9,0.300000,51.610000
6874,"CHADWELL HEATH",547676,187607,"TfL Rail",,,Yes,,,5,0.130000,51.570000
6876,"FOREST GATE",540470,185339,"TfL Rail",,,Yes,,,3,0.030000,51.550000
6877,"GIDEA PARK",552906,189285,"TfL Rail",,,Yes,,,6,0.210000,51.580000
6878,GOODMAYES,546398,187292,"TfL Rail",,,Yes,,,4,0.110000,51.570000
6879,"HAROLD WOOD",554777,190568,"TfL Rail",,,Yes,,,6,0.230000,51.590000
6881,ILFORD,543535,186486,"TfL Rail",,,Yes,,,4,0.070000,51.560000
6883,"MANOR PARK",541951,185707,"TfL Rail",,,Yes,,,4,0.050000,51.550000
6886,ROMFORD,551387,188501,"London Overground, TfL Rail",,,Yes,Yes,,6,0.180000,51.570000
6888,SHENFIELD,561361,194981,"TfL Rail",,,Yes,,,-1,0.330000,51.630000
6893,"SEVEN KINGS",545454,187093,"TfL Rail",,,Yes,,,4,0.100000,51.560000
6913,"BUSH HILL PARK",533690,195389,"London Overground",,,,Yes,,5,-0.070000,51.640000
6914,CHINGFORD,539210,194632,"London Overground",,,,Yes,,5,0.010000,51.630000
6919,"HIGHAMS PARK",538582,191843,"London Overground",,,,Yes,,4,0.000000,51.610000
6926,CLAPTON,534775,186528,"London Overground",,,,Yes,,"2,3",-0.060000,51.560000
6934,"STOKE NEWINGTON",533723,186850,"London Overground",,,,Yes,,2,-0.070000,51.560000
6941,"EDMONTON GREEN",534318,193573,"London Overground",,,,Yes,,4,-0.060000,51.620000
6947,SOUTHBURY,534904,196237,"London Overground",,,,Yes,,5,-0.050000,51.650000
6949,"THEOBALDS GROVE",535936,201110,"London Overground",,,,Yes,,7,-0.030000,51.690000
6952,"TURKEY STREET",535121,198870,"London Overground",,,,Yes,,6,-0.050000,51.670000
6954,"WOOD STREET",538493,189407,"London Overground",,,,Yes,,4,0.000000,51.590000
6956,"WHITE HART LANE",533693,191333,"London Overground",,,,Yes,,3,-0.070000,51.600000
6958,"BRUCE GROVE",533800,190100,"London Overground",,,,Yes,,3,-0.070000,51.590000
6959,"ENFIELD TOWN",532968,196562,"London Overground",,,,Yes,,5,-0.080000,51.650000
6961,"BETHNAL GREEN LO",534721,182351,"London Overground",,,,Yes,,2,-0.060000,51.520000
6962,"CAMBRIDGE HEATH",534856,183270,"London Overground",,,,Yes,,2,-0.060000,51.530000
6965,"LIVERPOOL STREET NR",533094,181567,"TfL Rail",,,Yes,,,1,-0.080000,51.520000
6966,"LONDON FIELDS",534775,184246,"London Overground",,,,Yes,,2,-0.060000,51.540000
6967,"RECTORY ROAD",534011,186171,"London Overground",,,,Yes,,2,-0.070000,51.560000
6968,"STAMFORD HILL",533392,187955,"London Overground",,,,Yes,,3,-0.070000,51.570000
6970,MARYLAND,539190,184924,"TfL Rail",,,Yes,,,3,0.010000,51.550000
6972,"SILVER STREET",533922,192445,"London Overground",,,,Yes,,4,-0.070000,51.610000
6973,"ST JAMES STREET",536402,188694,"London Overground",,,,Yes,,3,-0.030000,51.580000
6977,"HACKNEY CENTRAL",534837,184916,"London Overground",,,,Yes,,3,-0.060000,51.550000
6978,"HACKNEY WICK",537166,184589,"London Overground",,,,Yes,,2,-0.020000,51.540000
6979,HOMERTON,535848,184939,"London Overground",,,,Yes,,2,-0.040000,51.550000
7090,"HEATHROW TERMINALS 2 & 3 EL",507586,175840,"TfL Rail",,,Yes,,,6,-0.450000,51.470000
7091,"HEATHROW TERMINAL 4 EL",508082,174430,"TfL Rail",,,Yes,,,6,-0.440000,51.460000
7401,"HARRINGAY GREEN LANES",531874,188183,"London Overground",,,,Yes,,3,-0.100000,51.580000
7402,"LEYTON MIDLAND ROAD",538191,187523,"London Overground",,,,Yes,,3,-0.010000,51.570000
7403,"LEYTONSTONE HIGH ROAD",539245,186921,"London Overground",,,,Yes,,3,0.010000,51.560000
7404,"SOUTH TOTTENHAM",533687,188621,"London Overground",,,,Yes,,3,-0.070000,51.580000
7406,"CROUCH HILL",530590,187513,"London Overground",,,,Yes,,3,-0.120000,51.570000
7407,"WALTHAMSTOW QUEEN'S ROAD",537018,188807,"London Overground",,,,Yes,,3,-0.020000,51.580000
7408,"WANSTEAD PARK",540570,185590,"London Overground",,,,Yes,,3,0.030000,51.550000
7467,"WOODGRANGE PARK",541821,185350,"London Overground",,,,Yes,,"3,4",0.050000,51.550000
7473,"EMERSON PARK",553962,187871,"London Overground",,,,Yes,,6,0.220000,51.570000
8776,"WEST CROYDON (TRAMLINK)",532210,166142,Tramlink,Tramlink,,,,,5,-0.100000,51.380000
8777,"WIMBLEDON (TRAMLINK)",524838,170637,Tramlink,Tramlink,,,,,3,-0.200000,51.420000
8779,WOODSIDE,534701,167101,Tramlink,Tramlink,,,,,5,-0.060000,51.390000
9440,ADDISCOMBE,534188,166297,Tramlink,Tramlink,,,,,5,-0.070000,51.380000
9441,"ADDINGTON VILLAGE",537066,163744,Tramlink,Tramlink,,,,,6,-0.030000,51.360000
9442,"AMPERE WAY",530664,166485,Tramlink,Tramlink,,,,,4,-0.120000,51.380000
9443,ARENA,535194,167627,Tramlink,Tramlink,,,,,4,-0.060000,51.390000
9444,"AVENUE ROAD",535745,169322,Tramlink,Tramlink,,,,,4,-0.050000,51.410000
9445,"BECKENHAM JUNCTION (TRAMLINK)",537365,169843,Tramlink,Tramlink,,,,,4,-0.020000,51.410000
9446,"BECKENHAM ROAD",536190,169660,Tramlink,Tramlink,,,,,4,-0.040000,51.410000
9449,"BEDDINGTON LANE",529316,167236,Tramlink,Tramlink,,,,,4,-0.140000,51.390000
9450,"BELGRAVE WALK",526809,168456,Tramlink,Tramlink,,,,,4,-0.180000,51.400000
9454,"BIRKBECK (TRAMLINK)",535305,168963,Tramlink,Tramlink,,,,,4,-0.050000,51.400000
9459,"BLACKHORSE LANE",534377,166865,Tramlink,Tramlink,,,,,5,-0.070000,51.380000
9460,"CHURCH STREET",532037,165557,Tramlink,Tramlink,,,,,5,-0.100000,51.370000
9464,"COOMBE LANE",535159,164090,Tramlink,Tramlink,,,,,5,-0.060000,51.360000
9468,"DUNDONALD ROAD",524728,170256,Tramlink,Tramlink,,,,,3,-0.210000,51.420000
9470,"EAST CROYDON (TRAMLINK)",532851,165702,Tramlink,Tramlink,,,,,5,-0.090000,51.370000
9471,"ELMERS END (TRAMLINK)",535779,168391,Tramlink,Tramlink,,,,,4,-0.050000,51.400000
9472,FIELDWAY,537684,163173,Tramlink,Tramlink,,,,,6,-0.020000,51.350000
9473,"GEORGE STREET",532408,165587,Tramlink,Tramlink,,,,,5,-0.100000,51.370000
9474,"GRAVEL HILL",536373,163537,Tramlink,Tramlink,,,,,6,-0.040000,51.350000
9475,"HARRINGTON ROAD",535017,168522,Tramlink,Tramlink,,,,,4,-0.060000,51.400000
9476,"KING HENRY'S DRIVE",537977,162560,Tramlink,Tramlink,,,,,6,-0.020000,51.340000
9477,"LEBANON ROAD",533348,165756,Tramlink,Tramlink,,,,,5,-0.080000,51.370000
9478,"LLOYD PARK",533715,164541,Tramlink,Tramlink,,,,,5,-0.080000,51.360000
9479,"MERTON PARK",525179,169835,Tramlink,Tramlink,,,,,3,-0.200000,51.410000
9480,MITCHAM,527331,168086,Tramlink,Tramlink,,,,,4,-0.170000,51.400000
9481,"MITCHAM JUNCTION (TRAMLINK)",528300,167568,Tramlink,Tramlink,,,,,4,-0.160000,51.390000
9482,"MORDEN ROAD",525779,169309,Tramlink,Tramlink,,,,,4,-0.190000,51.410000
9484,"NEW ADDINGTON",538198,162244,Tramlink,Tramlink,,,,,6,-0.020000,51.340000
9485,"PHIPPS BRIDGE",526529,168725,Tramlink,Tramlink,,,,,4,-0.180000,51.400000
9486,"REEVES CORNER",531903,165672,Tramlink,Tramlink,,,,,5,-0.100000,51.370000
9487,SANDILANDS,533890,165741,Tramlink,Tramlink,,,,,5,-0.080000,51.370000
9488,CENTRALE,532066,165786,Tramlink,Tramlink,,,,,5,-0.100000,51.380000
9491,"THERAPIA LANE",530283,166842,Tramlink,Tramlink,,,,,4,-0.130000,51.390000
9497,"WADDON MARSH",531090,165897,Tramlink,Tramlink,,,,,5,-0.120000,51.380000
9498,"WANDLE PARK",531414,165512,Tramlink,Tramlink,,,,,5,-0.110000,51.370000
9499,"WELLESLEY ROAD",532506,165769,Tramlink,Tramlink,,,,,5,-0.100000,51.370000
9586,"IMPERIAL WHARF",526291,176691,"London Overground",,,,Yes,,2,-0.180000,51.470000
9587,"SHEPHERD'S BUSH NR",523720,179920,"London Overground",,,,Yes,,2,-0.220000,51.500000
9846,"HEATHROW TERMINAL 5 EL",505109,175924,"TfL Rail",,,Yes,,,6,-0.490000,51.470000
